Gene	E16.5-031	E16.5-032	E16.5-023	E16.5-024	E16.5-095	E16.5-096	E16.5-047	P0.5-a8	P0.5-a9	P0.5b-4.210	P0.54.311	P1-a12	P1-a13	P1b-6.314	p1b-6.215	P1.5-a16	P1.5-a17	P1.5-a18	P1.5-a19	P2-a20	P2-a21	p2-b22	P2b-5.123	P2b-6.124	P2.5-a25	P2.5-b26	p2.5b-427	P2.5b-528	P3-a29	P3-a30	P3-b31	P3b-5.732	P3b-533	P3.5-a34	P3.5-b35	P3.5b-5.936	P3.5b-5.437	P4-a38	P4-a39	P4b-6.340	P4b-7.341	P4.5-a42	P4.5-b43	P4.5b-6.344	P4.5b-5.545	P5-a46	P5-b47	P5b-2.748	P5b-2.849	P5.5-a50	P5.5-a51	p5.5b-7.952	P5.5b-9.153	P6-a54	P6b-7.255	P6b-8.756	P6c-6.557	P6.5-a58	P6.5-a59	P6.5b-6.360	p6.5b-4.461	P7-c62	P7-c63	P7-a64	P7b-7.765	P7b-8.366	P7.5b-8.767	P7.5b-968	P8-a69	P8-a70	P8b-6.371	P8b-72	P8.5-a73	P8.5-b74	P8.5b-9.175	P8.5b-9.376	P9-a77	P9-a78	P9b-10.379	P9b-1080	P9.5-a81	P9.5-a82	P9.5b-8.283	P9.5b-1084	P10-a85	P10-a86	P10b-6.787	P10b-6.688	P10.5-a89	P10.5c-10.590	P10.5b10.191	P10.5b-6.892	P11-a93	P11-a94	P11b-6.495	P11b-9.296	P11.5-a97	P11.5-a98	P11.5b-6.199	P11.5b-5.5100	P12-a101	P12-a102	P12b-6103	P12b-5.2104	P12.5-a105	P12.5-a106	P12.5b-11.3107	P12.5b-10.8108	P13-b109	P13-b110	P13c-6.1111	P13b-8112	P13.5-b113	P13.5b-6.5114	P13.5b-5115	P14-a116	P14-a117	P14b-5118	P14b-5119	P15-a120	P15-a121	P15c-11.8122	P15b-6.1123	P16-a124	P16-a125	P16c-11.2126	P16b-7127	P17-a128	P17-a129	P17b-9.7130	P17b-12131	P18-a132	P18-a133	P18b-8.6134	P18b-10.2135	P19-a136	P19-a137	p19c-8138	P19b-5.3139	P20-a140	P20c-9.2141	P20c-9.2142	P21-a143	P21b-7.1144	P21b-4145	P21c-10146	P22-a147	P22-a148	P22b-5.2149	p22b-6.1150	P23-a151	P23-a152	P23b-5153	P23b-3.5154	P24-a155	P24-a156	P24b-12.4157	P24c-8158	P25-a159	P25-a160	P25b-11161	P25b-11.1162	P26-a163	P26-a164	P26b-8.2165	P26b-7.6166	P27-a167	P27-a168	p27b-7.6169	P27b-8.1170	P28b-8.3171	P28c-8.4172	P28c-9.2173	p28b-7.3174
PRIM2	180.39	231.29	207.67	200.47	200.1	208.39	186.89	35.13	71.21	66.75	148.71	38.74	29.65	138	109.15	40.31	31.12	40.31	31.12	40.27	52.63	31.48	82.74	106.9	29.76	21.33	136.4	91.75	89.21	99.39	24.53	133.56	66.49	68.3	38.36	131.45	298.13	41.56	43.96	139.02	157.94	46.48	29.9	150.7	148.53	68.86	28.22	120.14	116.68	31.36	38.38	153.66	149.01	35.85	125.25	120.04	121.8	37.07	44.66	120.06	89.52	28.39	54.53	38.56	107.65	124.82	106.41	127.71	39.47	47.67	145.06	105.02	30.52	30.69	248.24	121.85	34.21	31.63	143.09	162.36	55.85	45.48	104	630.51	27.33	34.34	152.85	91.21	34.74	85.26	100.93	163.66	18.7	56.86	84.76	71.98	46.54	25.44	138.32	103.42	32.92	27.18	87.08	89.56	30.07	14.39	86.29	79.51	51.53	48.12	84.16	99.06	23.02	103.99	88.23	42.06	29.63	105.04	105.68	25.19	25.29	75.19	72.18	22.81	51.72	89.38	84.28	31.99	16.58	72.76	85.61	19.87	21.4	75.44	82.82	40.03	32.15	94.15	72.69	26.58	92.98	115.66	33.94	72.41	92.65	104.57	25.59	29.07	112.63	98.5	14.07	23.64	88.24	78.42	26.76	38.78	108.77	96.94	28.73	23.87	90.35	88	29.19	34.13	86.31	82.12	26.02	25.3	95.66	85.05	101.91	95.25	101.33	95.02
PRSS35	89.27	60.49	114.56	144.76	191.77	104.37	107.3	40.15	35.6	83.43	49.57	27.76	106.73	76.66	39.69	48.92	35.57	48.92	35.57	81.26	80.7	85.84	185.54	175.31	89.27	121.69	212.01	333.87	82.84	107.68	94.63	376.72	199.47	182.15	227.63	465.77	411.7	210.1	191.7	477.28	455.59	258.95	295.3	625.97	745.61	174.8	253.96	504.58	515.5	282.27	224.8	570.76	563.82	272.14	379.43	455.4	618.15	236.57	267.97	542.95	603.05	340.71	268.48	213.35	497.88	484.87	933.14	638.53	288.1	292.37	498.26	543.86	257.7	229.35	695.08	560.88	314.96	343.96	470.16	530.94	210.98	212.26	473.22	1891.53	153.04	194.61	611.39	456.07	115.79	501.97	403.73	163.66	158.95	113.71	358.62	405.94	130.3	148.84	330.17	440.89	180.16	175.85	189.67	202.49	134.14	110.29	135.49	129.78	123.67	51.33	232	120.06	39.29	50.73	176.45	81.9	121.83	190.68	154.61	32.75	26.55	25.4	27.43	28.51	60.34	17.02	23.9	8.45	44.2	13.58	15.71	11.44	8.87	6.2	2.93	40.03	15.13	17.22	4.64	14.5	14.22	8.26	11.05	13.66	6.62	2.38	12.8	10.31	25.12	12.31	24.62	8.34	3.39	5.23	11.55	11.55	10.48	5.45	9.74	8.32	11.18	14.37	15.46	7.58	5.46	7.47	13.01	10.84	4.99	6.8	8.05	8	13.26	5.38
PTGS2	4.86	2.39	4.48	4.29	2.47	3.29	3.44	22.58	40.69	233.61	322.21	11.59	5.93	76.66	69.46	26.53	13.34	26.53	13.34	10.79	7.02	11.45	36.36	47.04	9.92	13.17	56.34	79.01	31.86	8.28	7.01	37.67	22.16	22.77	11.11	36.01	14.2	8.24	10.04	25.49	27.34	3.32	3.74	6.96	20	10.59	25.08	24.03	19.09	4.18	10.97	35.12	20.14	4.39	66.31	57.16	23.45	7.06	4.06	16.13	23.56	37.86	12.58	5.14	6.73	12	12.28	42.57	7.89	18.5	50.46	48.76	8.48	14.54	49.65	36.75	1.18	7.91	30.66	28.93	12.41	7.58	15.6	630.51	21.86	5.72	43.67	72.97	34.74	23.98	50.47	163.66	9.35	32.49	39.12	17.27	6.2	6.36	35.69	10.89	9.51	10.61	39.37	49.32	2.31	14.39	17.74	31.8	10.31	19.25	43.22	46.84	11.79	35.51	44.11	8.85	6.59	6.85	41.1	23.93	20.23	41.66	15.88	11.4	8.62	21.28	51.57	8.45	11.05	20.37	16.49	15.66	14.09	59.94	65.23	21.83	11.35	60.85	32.48	29	45.94	49.57	22.89	20.49	23.16	30.89	9.14	13.13	14.58	36.94	31.66	12.51	37.33	38.34	18.89	10.73	28.83	35.94	17.04	7.59	56.82	39.51	28.05	31.09	29.5	19.08	22.9	26.65	49.91	18.14	34.86	32.72	37.88	39.44
RAGE	17.72	19.93	25.94	31.11	28.85	43.79	31.68	40.15	35.6	150.18	99.14	23.79	53.37	184	133.96	34.45	37.79	34.45	37.79	24.45	38.6	34.34	110.32	115.45	29.76	18.19	85.99	63.72	44.61	49.7	31.54	34.25	38.79	28.46	10.4	43.22	28.39	20.52	20.31	39.39	60.74	33.2	12.46	32.46	38.73	15.89	12.54	24.03	40.31	25.09	41.12	52.69	36.25	8.29	47.89	43.82	32.59	12.36	20.3	26.88	28.27	28.39	25.17	15.42	26.91	28.8	49.11	85.14	31.57	14.36	44.15	48.76	22.04	17.77	49.65	46.42	16.51	7.91	30.66	39.19	24.82	11.37	36.4	630.51	27.33	11.45	21.84	54.73	46.32	23.98	151.4	163.66	9.35	8.12	19.56	37.43	9.31	5.09	35.69	16.33	5.67	8.95	34.59	27.26	9.25	4.8	23.39	21.03	30.92	16.04	31.84	22.61	6.17	35.51	88.23	26.56	23.05	19.41	46.97	20.15	12.64	22.35	28.87	28.51	25.86	10.64	13.84	3.92	22.1	19.4	21.21	7.23	6.79	22.74	19.06	18.2	9.46	49.37	10.83	12.69	43.75	82.61	9.47	16.4	19.85	22.58	9.14	13.13	13.77	36.94	7.03	6.95	13.58	29.63	11.02	9.08	23.59	44.66	15.1	5.06	19.56	15.27	10.3	13.65	18.57	21.57	7.81	5.42	20.79	13.61	40.23	23.27	27.46	34.06
RARA RARBRARG  Retinoic acid receptors alpha beta gamma	38.67	26.53	41.05	42.45	55.85	68.93	48.09	7.53	5.09	133.49	123.93	25.01	23.72	61.33	39.69	28.6	31.12	28.6	31.12	8.63	10.53	14.31	95.28	81.24	13.23	20.07	100.82	99.4	19.12	8.28	7.01	109.59	110.82	17.08	22.58	108.64	255.54	29.64	29.46	92.68	136.68	29.88	19.94	106.65	93.2	10.59	9.41	72.08	72.13	31.36	24.67	127.32	112.76	23.17	147.35	165.77	69.76	17.65	16.24	66.3	117.78	28.39	29.36	25.7	134.56	86.41	65.48	85.14	7.89	55.96	138.76	93.77	40.69	17.77	198.6	181.8	30.67	19.77	132.87	151.16	12.41	15.16	124.8	2522.04	32.79	34.34	152.85	164.19	11.58	138.02	151.4	163.66	18.7	16.24	228.21	178.5	21.72	16.54	133.85	136.08	57.07	40.11	113.32	128.5	27.75	19.18	106.46	96.95	20.61	60.95	89.84	131.9	43.79	116.67	44.11	19.92	13.17	94.77	80.24	36.53	36.67	92.47	118.38	45.62	43.1	123.43	129.56	31.69	5.53	125.14	106.81	24.69	26.1	105.41	122.4	14.56	15.13	115.96	106.72	46.52	83.13	206.53	36.3	116.13	112.5	115.26	42.04	31.88	97.23	283.18	10.55	26.42	125.58	109.79	59.83	47.85	79.28	81.69	29.22	37.97	122.02	149.07	28.05	21.23	68.83	87.92	36.95	26.2	115.62	94.12	64.36	135.25	112.69	41.23
Robo1	172.06	189.89	265.88	233.93	252.25	307.79	265.25	72.76	76.29	300.35	173.5	61.62	71.16	138	109.15	77.52	53.36	77.52	53.36	43.14	80.7	42.92	185.54	128.28	36.37	60.22	174.95	175.86	95.58	33.13	59.58	178.09	99.74	62.61	93.92	219.08	227.14	72.78	71.86	173.77	151.86	122.83	95.94	252.71	302.16	95.34	109.73	264.3	173.95	52.27	74.02	201.96	249.69	71.45	209.98	240.08	213.87	58.26	60.9	211.45	169.61	75.71	67.12	66.83	181.66	244.84	282.4	170.28	118.4	72.54	195.52	243.8	69.51	58.14	99.3	208.88	86.11	75.12	204.42	171.69	86.87	83.39	208.01	630.51	43.73	91.58	152.85	200.67	46.32	211.02	201.87	654.66	28.05	48.73	254.29	236.08	34.13	61.06	187.4	179.62	52.86	52.04	130.02	170.04	64.76	33.57	119.36	140.56	61.84	54.53	174	121.13	54.45	116.67	44.11	73.04	65.85	182.68	160.48	31.49	45.52	108.72	114.05	51.32	25.86	87.25	94.34	31.99	60.78	88.28	87.96	37.94	46.46	86.81	107.01	18.2	30.26	107.92	117.55	38.66	121.42	132.18	26.83	90.17	102.57	117.64	29.25	20.63	104.52	123.12	24.62	26.42	54.3	66.22	20.47	28.05	102.22	94.76	23.86	24.23	95.94	74.53	36.64	33.37	65.55	68.02	17.7	31.62	80.68	95.25	108.61	80.71	89.96	91.43
rplp2	2598.91	1786.02	2098.72	2130.69	2064.09	3420.73	2120.49	291.06	259.39	1451.7	1140.12	471.57	426.93	919.98	1200.7	462.37	353.49	462.37	353.49	287.63	312.29	311.89	1231.07	1090.37	267.81	290.43	1172.73	963.39	267.63	289.89	210.28	1243.17	803.43	278.91	265.99	1174.62	1206.7	426.16	436.73	1362.35	1278.68	371.82	337.66	1307.59	1855.94	121.83	319.8	1161.33	1107.37	301.08	257.69	1361.03	1357.19	316.52	957.79	1017.49	1333.52	331.9	292.33	1304.51	1206.11	326.52	373.35	300.75	1137.05	1325	1502.03	851.38	295.99	379.27	990.21	1080.21	272.96	268.11	1390.17	1131.44	428.2	264.89	858.56	1243.84	328.87	284.28	1196.05	630.51	218.63	257.57	873.42	1185.79	370.53	1286.9	1766.33	1145.65	271.16	186.81	1369.26	1047.97	220.27	258.25	1289.46	1322.66	306.73	274.63	867.23	956.63	254.4	239.76	912.95	937.72	92.75	195.68	854.08	1282.39	303.69	798.96	705.82	343.08	299.64	1133.78	1078.37	245.63	260.47	622.88	858.99	193.87	137.92	617.15	1026.4	270.11	171.29	1085.54	1117.58	199.32	251.6	908.39	1201.26	196.51	168.34	1265.24	1141.45	322	911.18	636.12	197.3	971.43	939.71	1050.41	298.88	248.47	1477.92	2203.91	193.46	173.81	848.49	881.83	250.33	233.48	1016.92	1113.18	207.44	243.37	1082.31	988.7	210.09	212.34	782.27	839.43	221.2	232.63	911.64	805.13	779.05	1483.34	1243.38	656.17
Serpina3	1.62	3.37	1	3.04	2.31	3.11	2.03	32.62	35.6	33.37	24.79	25.01	53.37	15.33	39.69	31.7	13.34	31.7	13.34	11.51	10.53	22.89	17.55	4.28	16.53	8.78	10.38	15.29	31.86	8.28	21.03	13.7	16.62	28.46	11.11	15.01	14.2	12.45	14.95	11.58	18.22	23.24	21.18	6.96	12.77	21.19	34.49	8.01	16.97	12.55	32.9	35.12	16.11	11.95	22.1	15.24	9.72	19.42	8.12	14.34	14.13	37.86	37.75	20.56	6.73	14.4	16.37	42.57	11.84	13.32	18.92	22.5	30.52	24.23	49.65	30.95	20.05	15.81	51.1	28.46	37.23	22.74	20.8	630.51	49.19	28.62	21.84	72.97	69.47	27.18	50.47	163.66	28.05	40.61	13.04	28.79	37.23	27.99	53.54	16.33	12.99	13.76	27.44	41.54	25.44	19.18	33.07	37.45	41.22	51.33	23.88	37.69	26.94	26.63	44.11	19.92	26.34	41.1	46.97	28.97	29.08	40.64	37.54	51.32	60.34	48.95	45.28	22.94	60.78	33.95	37.7	24.09	25.06	34.1	39.58	25.47	37.83	27.56	24.75	25.98	49.22	24.78	39.46	34.16	56.25	48.72	22.85	23.44	40.51	55.41	21.1	43.1	33.94	43.57	25.19	23.1	15.73	18.52	24.35	25.67	29.81	39.51	19.46	18.2	27.31	30.69	19.78	19.42	14.14	19.28	26.82	21.09	19.89	30.48
SFTP-C	6732.77	7956.8	10532.4	12270.21	11584.61	14327.72	13041.64	10578.48	13106.83	59486.52	61727.6	12606.74	7245.97	49034.73	54393.88	14710.67	11111.59	14710.67	11111.59	15373.05	12551.18	14847.81	40716.96	50747.02	11644.92	11671.3	48820.38	39055.36	8150.07	8539.47	14600.31	49737.26	43634.77	11270.24	10900.84	47006.36	65275.3	12050.17	10553.5	54549.5	55095.44	15420.65	11718.39	46331.18	50132.63	4364.63	12221.19	44090.33	50215.63	14911.98	12947.66	55688.16	61093.89	13513.38	43373.36	48866.37	45416.81	11669.62	13162.97	55434.46	56837.73	16505.64	15945.13	12379.43	36749.06	48477.66	47188.98	59426.32	12494.93	18429.01	42314.16	38186.34	17666.12	16440.39	67075.48	63602.41	17794.6	16553.52	59240.5	76451.09	12627.48	13110.9	67753.44	630.51	16648.44	18304.59	64807.4	61022.68	17542.33	60147.18	65051.32	42552.9	17681.35	19477.14	61127.66	57761.95	14633.9	16469.38	65360.97	72196.55	19251.11	17092.93	55976.05	60248.34	15488.24	14179.51	68291.98	68327.18	15798.98	18006	70597.48	73683.79	17115.01	73860.22	58229.99	14413.83	14277.35	63778.18	50914.17	21345.84	23302.99	69168.27	74173.27	23104.23	20602.04	68426.79	86650.15	22699.02	21228.66	28036.77	34465.99	23026.11	24882.1	80946.58	95587.66	17307.65	20257.42	80627.53	57395.69	30392.88	86239.88	90791.55	23573.1	79523.42	70528.04	89976.16	20576.37	20680.75	56680.3	142084.52	19830.99	21712.1	71562.05	77362.09	23176.22	23754.49	93453.78	89536.66	19982.01	27976.39	74804.97	83861.96	26496.94	24316.53	94137.8	95000.95	25529	24123.46	86495.79	80659.92	90510.38	112908.7	107068.85	88261.91
SFTP-D	5.67	8.98	18.1	15.9	9.87	13.06	9.71	1267.11	864.63	3587.55	3122.94	509.7	237.18	1993.28	1855.63	1649.3	1309.47	1649.3	1309.47	1215.95	1171.96	1227.54	2815.67	2646.82	869.57	834.92	2787.28	1865.6	681.83	720.6	953.26	2496.62	1889.45	643.2	563.16	1751.42	1845.54	655.2	656.09	1304.42	1369.79	434.9	348.87	1270.49	1191.62	201.28	363.69	1017.16	1298.3	556.17	564.73	1277.61	1316.92	445.03	1281.97	1394.77	1263.75	372.51	466.92	1225.67	1333.31	643.57	620.86	562.93	1285.07	1677.85	1006.81	1575.05	536.74	724.64	1393.86	1339.02	742.59	941.62	2482.44	2241.61	605.15	624.66	2156.62	1924.07	558.46	488.96	1726.47	630.51	497.38	692.58	2074.36	2316.85	567.38	1160.61	1968.19	1472.98	598.42	552.31	1603.99	1543.16	474.66	487.24	1811.49	1758.1	1058.09	901.45	1678.39	1522.56	636	575.43	1604.11	1631.77	381.32	715.36	2030	2141.09	785.89	2117.86	970.5	557.78	477.45	1619.03	1722.26	913.24	978.65	1750.77	1780.05	1134.68	793.05	1796.11	2189.9	989.29	801.19	793.54	955.01	971.31	1036.17	2253.91	2463.35	877.03	906	3020.73	1998.31	1816.64	3023.43	3073.2	1234.33	2761.27	2286.41	2757.91	998.11	1090.43	1639.97	3878.39	787.89	960.81	2022.81	2493.86	1212.81	1153.36	2527.23	2877.7	1172.09	1168.02	2177.66	2460.53	1214.74	1266.45	4133.14	3920.94	1209.57	1060.14	3134.17	2817.94	4074.92	3767.23	3500.02	3956.74
Shisa3	10.88	8.84	10.82	13	14.35	10.93	10.59	30.11	20.34	66.75	99.14	15.86	100.8	107.33	29.77	18.95	26.68	18.95	26.68	25.89	45.62	40.06	42.62	51.31	46.29	18.82	37.06	45.88	31.86	82.83	21.03	61.65	83.11	56.92	55.92	100.84	127.77	49.98	52.67	69.51	82.01	53.12	90.96	106.65	89.37	63.56	62.7	88.1	72.13	64.82	71.28	166.84	124.85	41.94	132.62	104.8	76.63	37.07	36.54	73.47	89.52	94.64	96.48	64.26	40.37	110.42	94.13	42.57	67.09	53	94.61	123.77	44.08	29.07	148.95	46.42	31.85	39.54	51.1	51.79	24.82	37.9	31.2	1261.02	38.26	28.62	87.34	91.21	127.37	49.56	100.93	163.66	56.1	16.24	26.08	28.79	21.72	29.26	13.39	16.33	19.75	21.88	13.12	14.28	25.44	52.75	9.68	8.72	20.61	19.25	19.33	12.92	11.79	8.88	88.23	22.13	42.81	10.28	25.44	23.93	26.55	10.16	11.55	17.11	17.24	19.15	3.77	11.77	27.63	8.73	12.57	16.26	16.18	4.13	8.06	18.2	28.37	4.59	3.09	12.69	8.75	33.05	12.63	5.47	3.31	4.75	10.05	21.56	3.24	6.16	35.17	19.47	6.79	12.2	13.64	12.38	5.9	4.36	14.12	14.83	4.66	5.39	18.32	12.13	12.02	5.81	18.74	9.94	4.16	2.27	9.39	2.91	1.89	8.96
SMAD3	109.65	111.43	129.12	117.24	138.7	151.36	131.74	163.09	147.5	200.24	173.5	104.01	130.45	168.66	84.35	147.46	135.62	147.46	135.62	108.58	122.81	85.84	137.9	149.66	128.95	121.07	115.64	158.02	114.7	99.39	77.1	130.14	138.52	119.53	109.33	157.86	212.95	126.27	124.97	113.53	151.86	136.11	135.81	185.47	175.34	90.05	94.06	184.21	106.07	156.81	120.62	171.23	169.15	97.79	162.09	179.11	116.65	84.74	97.44	107.51	141.34	80.45	134.24	113.1	94.19	146.42	151.43	170.28	142.08	150.26	151.37	165.03	172.93	209.97	546.14	245.63	108.53	118.61	163.53	189.89	167.54	128.87	171.61	630.51	49.19	171.71	131.01	145.94	92.63	199.3	100.93	163.66	102.85	162.44	202.13	221.69	120.99	148.84	147.24	168.73	124.19	124.14	147.92	138.89	101.76	110.29	123.39	131.83	133.98	141.15	120.55	157.74	111.15	105.26	44.11	88.54	111.95	146.15	142.87	81.88	108.74	116.85	129.93	131.14	68.96	112.79	125.78	87.82	121.56	93.13	105.24	75.27	84.04	108.51	119.47	94.62	77.55	112.52	98.99	96.06	94.07	74.35	82.08	101.11	102.57	111.69	95.97	94.7	103.71	110.81	84.42	70.91	84.85	101.08	90.79	89.93	91.08	90.4	79.37	69.79	77.31	106.86	62.97	72.8	85.22	94.56	60.37	57.82	76.52	71.44	79.11	90.89	82.39	100.4
SNAI1	15.63	14.32	20.9	23.5	30.24	51.52	22.15	5.02	5.09	66.75	49.57	3.05	17.79	46	24.81	3.1	2.22	3.1	2.22	2.88	3.51	2.86	20.06	38.48	3.31	8.78	19.27	12.74	6.37	8.28	3.5	34.25	22.16	17.08	3.23	25.81	141.96	8.59	4.46	25.49	27.34	6.64	3.74	20.87	17.02	5.3	3.14	56.06	29.7	8.36	10.97	39.51	16.11	7.07	47.89	22.87	20.59	3.53	4.06	34.05	23.56	4.73	8.39	7.71	33.64	26.4	24.56	42.57	7.89	11.4	12.61	15	10.17	3.23	148.95	34.81	7.08	3.95	81.77	72.78	6.21	3.79	46.8	630.51	5.47	11.45	87.34	36.49	11.58	42.63	50.47	327.33	9.35	24.37	84.76	63.34	6.2	6.36	44.62	76.2	19.02	15.58	23.86	18.17	11.56	14.39	23.39	29.75	20.61	3.21	23.88	50.61	28.63	32.97	44.11	2.21	6.59	20.55	25.44	7.56	15.17	20.32	31.76	11.4	17.24	31.92	36.48	12.07	22.1	41.71	36.13	5.42	4.18	17.57	26.39	3.64	7.57	42.48	27.84	13.9	19.69	82.61	15	35.52	33.09	35.65	10.05	8.44	30.79	12.31	3.52	4.17	16.97	20.91	16.79	13.2	17.04	17.43	10.23	8.32	37.26	35.92	4.58	3.03	18.57	19.91	2.6	4.97	22.46	10.21	21.45	24	29.36	16.14
Sox9	95.18	122.38	146.28	162.04	173.25	202.61	166.68	25.09	30.52	50.06	37.18	15.86	41.51	46	24.81	22.05	26.68	22.05	26.68	21.57	28.07	14.31	28.83	29.93	13.23	14.43	26.69	22.94	44.61	33.13	10.51	23.97	44.33	28.46	12.19	23.41	14.2	15.08	14.51	23.17	30.37	23.24	14.95	20.87	19.15	15.89	25.08	64.07	36.06	18.82	19.19	39.51	12.08	10	14.74	28.58	17.73	14.12	16.24	23.29	28.27	9.46	25.17	12.85	20.18	12	20.46	42.57	27.63	15.69	12.61	30.01	16.95	4.85	49.65	21.27	16.51	11.86	30.66	22.39	18.62	18.95	15.6	630.51	32.79	34.34	43.67	54.73	46.32	15.99	50.47	163.66	18.7	16.24	6.52	5.76	12.41	10.18	8.92	10.89	11.16	10.61	11.93	14.28	11.56	14.39	16.94	11.8	10.31	12.83	14.78	18.84	8.98	13.95	88.23	15.49	6.59	17.13	15.66	6.3	2.53	10.16	15.88	17.11	103.44	8.51	12.58	8.15	11.05	14.55	11	11.44	5.74	9.3	18.32	36.39	1.89	10.33	7.73	9.67	13.13	24.78	3.95	10.93	3.31	9.51	15.54	20.63	34.84	6.16	17.59	5.56	3.39	5.23	5.77	7.43	5.24	3.27	4.87	4.34	10.25	8.98	8.59	6.83	6.56	3.32	1.04	3.61	9.15	4.54	6.7	6.54	15.15	3.59
Src	123.08	104.98	155.43	152.5	168.47	251.91	199.69	70.26	30.52	216.92	161.1	57.34	53.37	168.66	94.27	74.42	60.03	74.42	60.03	36.67	24.56	34.34	210.61	128.28	39.68	44.54	176.43	188.6	63.72	49.7	56.07	154.11	99.74	17.08	47.32	163.26	141.96	69.27	58.47	213.16	173.12	33.2	51.08	183.15	237.9	31.78	50.16	192.22	199.41	50.18	54.83	193.18	221.5	57.31	176.82	158.15	156.11	51.2	36.54	223.99	146.05	80.45	109.07	56.55	222.03	216.03	266.03	340.55	51.31	88.97	201.83	146.28	69.51	85.6	198.6	284.31	77.86	51.4	316.85	258	80.67	64.44	202.81	630.51	21.86	85.86	196.52	182.43	115.79	264.31	252.33	327.33	18.7	32.49	352.1	227.44	62.05	91.6	298.94	195.95	86.88	70.44	187.28	240.13	90.2	71.93	218.56	225.71	41.22	41.7	213.8	248.73	88.13	233.35	132.34	61.98	59.27	270.6	238.77	56.68	80.92	189	235.32	114.04	94.82	172.38	261.63	71.53	82.88	230.88	239.54	68.65	75.17	197.39	256.52	43.67	73.77	211.26	194.88	87	187.05	132.18	73.4	180.35	181.99	169.92	67.64	66.57	211.48	270.87	66.83	58.4	128.97	169.05	68.75	89.93	201.16	185.17	51.13	54.6	201.19	212.83	52.09	54.6	149.68	182.49	43.72	38.39	146.39	138.35	199.79	235.59	200.76	155.97
tbp	84.06	90.66	98.14	96.23	78.06	83.85	82.59	27.6	55.95	33.37	49.57	21.05	53.37	46	94.27	25.15	35.57	25.15	35.57	37.39	28.07	40.06	71.46	111.17	26.45	23.21	43	89.2	57.35	66.26	35.05	44.52	77.57	45.54	28.32	59.42	70.98	26.13	24.1	97.31	88.08	46.48	32.4	71.87	80.86	52.97	31.35	88.1	80.61	16.73	19.19	79.03	48.33	42.92	58.94	36.2	95.5	33.54	40.6	78.84	80.09	42.59	41.95	53.98	67.28	50.41	90.04	170.28	47.36	24.43	31.54	48.76	33.91	35.53	49.65	48.35	36.57	39.54	51.1	64.85	31.03	49.27	67.6	630.51	54.66	51.51	109.18	54.73	34.74	95.92	50.47	163.66	84.15	73.1	97.8	83.49	65.15	40.71	66.93	81.65	28.17	24.36	104.97	89.56	48.57	52.75	100	91.31	72.14	41.7	106.9	82.91	32.56	111.6	132.34	59.76	52.68	98.19	78.28	46.61	49.31	95.52	99.61	85.53	51.72	102.15	104.4	33.2	60.78	89.25	83.25	47.57	49.07	88.88	71.09	54.59	49.18	106.78	83.52	35.64	91.88	57.83	48.14	77.88	82.72	99.81	44.79	46.88	81.84	30.78	59.8	45.89	125.58	85.39	37.26	36.3	86.49	90.4	46.26	40.5	81.96	89.8	41.22	64.46	91.77	106.17	46.84	36.14	76.52	82.78	95.2	73.44	88.07	82.47
TBX4	58.47	68.49	104.3	88.48	123.42	167.17	129.62	52.69	66.12	150.18	136.32	67.41	47.44	76.66	89.31	76.14	55.58	76.14	55.58	31.64	38.6	28.61	145.42	94.07	29.76	50.18	117.13	109.59	19.12	91.11	49.06	157.54	116.36	39.84	73.13	214.88	156.16	77.69	69.18	171.45	194.38	129.47	114.63	312.99	291.95	52.97	72.11	152.17	190.93	96.18	123.36	166.84	185.26	83.15	235.76	221.03	137.24	95.33	117.74	197.11	141.34	165.62	113.26	79.68	127.83	264.04	196.45	42.57	63.15	137.53	258.59	172.53	122.07	145.36	148.95	332.66	135.66	94.89	265.74	279	105.49	117.5	296.41	630.51	76.52	114.48	109.18	145.94	127.37	309.07	252.33	163.66	102.85	121.83	384.7	368.52	93.07	145.03	446.18	234.05	119.43	101.76	227.84	255.71	152.64	182.22	208.07	224.17	123.67	125.11	180.82	235.81	127.43	243.49	44.11	101.82	108.66	248.91	236.81	62.98	77.13	169.69	199.23	85.53	86.2	136.2	169.81	88.43	104.98	225.06	192.42	59.01	76.73	197.39	215.48	72.78	68.09	174.52	168.59	80.95	130.17	115.66	82.08	159.86	158.82	168.73	65.81	57.19	135.31	160.06	91.45	76.48	71.27	120.25	86.59	80.85	142.84	108.92	58.92	57.14	139.71	178.7	56.1	42.47	114.72	127.74	45.8	43.36	133.09	130.41	92.52	141.79	167.61	98.6
